Orthogroup	athaliana	creinhardtii	esiliculosus	synechocystis	tisochrysis_lutea
OG0001975		Cre14.g625550.t1.2, Cre14.g625550.t2.1	Ec-18_001550		Tiso_gene_3279
OG0001976		Cre07.g353850.t1.2	Ec-02_004060		Tiso_gene_4756, Tiso_gene_4757
OG0001977		Cre12.g547400.t1.1	Ec-18_000790	slr1440	Tiso_gene_4228
OG0001978		Cre03.g184400.t1.2	Ec-05_001020	sll1537	Tiso_gene_10470
OG0001979		Cre10.g441450.t1.2	Ec-07_003400		Tiso_gene_14863, Tiso_gene_14864
OG0001980		Cre10.g420750.t1.2	Ec-05_003900		Tiso_gene_1268, Tiso_gene_1268
OG0001981		Cre17.g723200.t1.2	Ec-08_005830, Ec-18_003840		Tiso_gene_5444
OG0001982		Cre01.g006150.t1.1	Ec-14_005650	slr1228	Tiso_gene_16946
OG0001983		Cre03.g156750.t1.2	Ec-10_003320		Tiso_gene_2350, Tiso_gene_2350
OG0001984		Cre03.g175500.t1.2	Ec-08_003550, Ec-24_000050		Tiso_gene_10277
OG0001985		Cre07.g323100.t1.1	Ec-08_005770		Tiso_gene_1450, Tiso_gene_16678
OG0001986		Cre03.g207351.t1.1	Ec-01_007080		Tiso_gene_2335, Tiso_gene_9250
OG0001987		Cre03.g205600.t1.2	Ec-05_002000	slr1886	Tiso_gene_14043
OG0001988		Cre11.g467700.t1.1	Ec-24_000620	slr0536	Tiso_gene_19684
OG0001989		Cre08.g372400.t1.2	Ec-13_002970		Tiso_gene_14452, Tiso_gene_15129
OG0001990		Cre03.g185500.t1.1	Ec-19_002110		Tiso_gene_17625, Tiso_gene_17625
OG0001991		Cre03.g197350.t1.2	Ec-00_000530		Tiso_gene_7090, Tiso_gene_7091
OG0001992		Cre12.g514250.t1.2	Ec-01_004230, Ec-21_005410		Tiso_gene_15068
OG0001993		Cre12.g502200.t1.2	Ec-01_009470, Ec-01_009500		Tiso_gene_1811
OG0001994		Cre07.g338350.t1.2	Ec-24_001250	slr1603	Tiso_gene_16367
OG0001995		Cre11.g467724.t1.1	Ec-01_002090	ssl2069	Tiso_gene_13006
OG0001996		Cre05.g240550.t1.2	Ec-05_002070		Tiso_gene_14772, Tiso_gene_14772
OG0001997		Cre02.g089200.t1.2	Ec-22_000420		Tiso_gene_1319, Tiso_gene_5703
OG0001998		Cre12.g557700.t1.2	Ec-04_001020	sll1019	Tiso_gene_10895
OG0001999		Cre08.g375850.t1.2	Ec-00_002630, Ec-20_001300		Tiso_gene_17982
OG0002000		Cre02.g076600.t1.2	Ec-26_001700	slr0922	Tiso_gene_14300
OG0002001		Cre17.g715750.t1.2	Ec-07_003170, Ec-12_007790		Tiso_gene_12916
OG0002002		Cre12.g520350.t1.2	Ec-20_001280		Tiso_gene_7381, Tiso_gene_7381
OG0002003		Cre06.g249150.t1.1	Ec-08_005740		Tiso_gene_18334, Tiso_gene_9846
OG0002004		Cre09.g407700.t1.2	Ec-14_001100		Tiso_gene_12787, Tiso_gene_12789
OG0002005		Cre05.g236039.t1.2	Ec-13_001020, Ec-13_001170		Tiso_gene_15713
OG0002006		Cre01.g010700.t1.2	Ec-18_001700		Tiso_gene_15516, Tiso_gene_15516
OG0002007		Cre02.g094300.t1.2	Ec-23_002110		Tiso_gene_18526, Tiso_gene_18526
OG0002008		Cre01.g032100.t1.1	Ec-04_000740		Tiso_gene_13946, Tiso_gene_13947
OG0002009		Cre07.g350400.t1.1	Ec-04_001720	slr0192	Tiso_gene_19329
OG0002010		Cre09.g386167.t1.1, Cre09.g386250.t1.2	Ec-08_000720, Ec-21_001050		
OG0002011		Cre16.g678900.t1.2	Ec-06_004190		Tiso_gene_11752, Tiso_gene_12675
OG0002012		Cre01.g024050.t1.2			Tiso_gene_18435, Tiso_gene_4535, Tiso_gene_8132
OG0002013		Cre08.g377100.t1.2	Ec-12_002060		Tiso_gene_5837, Tiso_gene_5839
OG0002014		Cre13.g588900.t1.1	Ec-16_004890		Tiso_gene_9991, Tiso_gene_9992
OG0002015		Cre02.g102950.t1.1	Ec-11_000220		Tiso_gene_19313, Tiso_gene_2362
OG0002016			Ec-00_006120, Ec-04_002130, Ec-06_006600	sll0328	
OG0002017			Ec-00_010160, Ec-22_000050, Ec-27_001140	slr0473	
OG0002018			Ec-00_010610, Ec-16_000810		Tiso_gene_14051, Tiso_gene_19883
OG0002019			Ec-01_003170, Ec-11_000480		Tiso_gene_11537, Tiso_gene_2580
OG0002020			Ec-01_006440, Ec-01_007420, Ec-21_006140		Tiso_gene_2322
OG0002021			Ec-01_006680, Ec-08_004370, Ec-24_000030, Ec-26_000190		
OG0002022			Ec-01_009770, Ec-26_006190	sll1253	Tiso_gene_5736
OG0002023			Ec-01_010720, Ec-09_001270		Tiso_gene_7707, Tiso_gene_7707
OG0002024			Ec-01_010830, Ec-07_003160		Tiso_gene_13715, Tiso_gene_13715
OG0002025			Ec-01_011730		Tiso_gene_13048, Tiso_gene_13049, Tiso_gene_13050
OG0002026			Ec-03_000180, Ec-05_006320, Ec-17_000850, Ec-18_000160		
OG0002027			Ec-03_003890, Ec-04_003480, Ec-04_003540, Ec-04_005290		
OG0002028			Ec-03_004060, Ec-03_004110		Tiso_gene_3408, Tiso_gene_3408
OG0002029			Ec-03_004690, Ec-03_004710		Tiso_gene_4378, Tiso_gene_6048
OG0002030			Ec-05_005400, Ec-08_000410	slr0039	Tiso_gene_18473
OG0002031			Ec-06_001430, Ec-06_001440		Tiso_gene_15402, Tiso_gene_15404
OG0002032			Ec-06_001760, Ec-07_005900	sll0395, slr1748	
OG0002033			Ec-07_001440, Ec-07_001570		Tiso_gene_3271, Tiso_gene_9372
OG0002034			Ec-08_000630, Ec-16_004290, Ec-27_004380		Tiso_gene_11670
OG0002035			Ec-08_005850	slr1916	Tiso_gene_13002, Tiso_gene_6594
OG0002036			Ec-09_003350		Tiso_gene_10195, Tiso_gene_11138, Tiso_gene_5137
OG0002037			Ec-10_006130, Ec-28_001040	slr1849	Tiso_gene_3724
OG0002038			Ec-11_001260	sll0260, sll1254	Tiso_gene_11029
OG0002039			Ec-12_000880, Ec-20_004230		Tiso_gene_15149, Tiso_gene_3712
OG0002040			Ec-12_001460, Ec-20_004670	slr0329	Tiso_gene_3626
OG0002041			Ec-13_001840, Ec-sdr_f_000170		Tiso_gene_14889, Tiso_gene_14891
OG0002042			Ec-14_001950, Ec-18_000810		Tiso_gene_6574, Tiso_gene_6574
OG0002043			Ec-14_003660, Ec-23_004000, Ec-27_006970		Tiso_gene_19277
OG0002044			Ec-15_003960	sll0380, slr0344, slr1064	
OG0002045			Ec-16_000690, Ec-17_000900		Tiso_gene_9067, Tiso_gene_9067
OG0002046			Ec-16_001710, Ec-21_002790		Tiso_gene_5098, Tiso_gene_9312
OG0002047			Ec-16_005070, Ec-28_001730	sll1639	Tiso_gene_8748
OG0002048			Ec-23_000150		Tiso_gene_6217, Tiso_gene_6217, Tiso_gene_6218
OG0002049			Ec-23_001400	sll0984	Tiso_gene_19117, Tiso_gene_19118
OG0002050			Ec-24_002070, Ec-24_002090, Ec-24_002110, Ec-24_003350		
OG0002051			Ec-24_002200, Ec-24_002210, Ec-26_005400		Tiso_gene_17059
OG0002052			Ec-24_003790, Ec-28_003650		Tiso_gene_7655, Tiso_gene_7657
OG0002053			Ec-25_000300		Tiso_gene_16319, Tiso_gene_16320, Tiso_gene_16320
OG0002054			Ec-27_003200	slr0014	Tiso_gene_9375, Tiso_gene_9546
OG0002055			Ec-27_003550		Tiso_gene_16837, Tiso_gene_6999, Tiso_gene_6999
OG0002056			Ec-27_005190	sll1750	Tiso_gene_794, Tiso_gene_794
OG0002057			Ec-28_000680	sll0750, slr1147	Tiso_gene_5545
OG0002058				slr0510, slr0765, slr1575	Tiso_gene_19819
OG0002059				sll1867, slr1181, slr1311	Tiso_gene_17351
OG0002060				slr1065, slr2116	Tiso_gene_18765, Tiso_gene_7793
OG0002061					Tiso_gene_16326, Tiso_gene_19142, Tiso_gene_6436, Tiso_gene_6470
OG0002062					Tiso_gene_10911, Tiso_gene_5208, Tiso_gene_6603, Tiso_gene_9081
OG0002063	P26288_ARTHCP074			slr0331, slr1291	
OG0002064	G1C2U9_ARTHMP051, P93313_ARTHMP051				Tiso_gene_359
OG0002065	O24457_AT1G01090	Cre02.g099850.t1.1		slr1934	
OG0002066	Q8W4M7_AT1G03190	Cre17.g706300.t1.1	Ec-19_001310		
OG0002067	P0CZ23_AT1G06290, Q9LMI7_AT1G06310	Cre16.g687350.t1.2			
OG0002068	Q8RW90_AT1G12050	Cre17.g732802.t1.1			Tiso_gene_5675
OG0002069	Q8H129_AT1G14700	Cre06.g259650.t1.2			Tiso_gene_17529
OG0002070	Q0WVW7_AT1G27880		Ec-19_003700		Tiso_gene_5713
OG0002071	P52422_AT1G31220	Cre12.g550700.t1.2		slr0477	
OG0002072	Q39080_AT1G32210	Cre02.g108400.t1.2	Ec-07_004230		
OG0002073	Q9MA74_AT1G43710	Cre01.g038250.t1.2	Ec-16_001570		
OG0002074	Q94C12_AT3G18410, Q9M9B4_AT1G49140		Ec-01_000800		
OG0002075	Q96253_AT1G51650	Cre10.g420700.t1.2	Ec-19_003180		
OG0002076	Q945P4_AT1G53000, Q9C920_AT1G53000				Tiso_gene_912
OG0002077	Q4V399_AT1G67440	Cre10.g436600.t1.2		sll0898	
OG0002078	Q0WN75_AT1G69770, Q94F88_AT1G69770				Tiso_gene_9438
OG0002079	Q9C9T8_AT1G73740	Cre12.g527950.t1.1		slr1656	
OG0002080	P11574_AT1G76030	Cre02.g076350.t1.2	Ec-07_006840		
OG0002081	Q9SFX3_AT1G76400	Cre12.g523300.t1.2	Ec-09_000810		
OG0002082	P14891_AT1G76490, P43256_AT2G17370		Ec-08_002990		
OG0002083	Q0WRN5_AT2G01450, Q84M93_AT2G01450	Cre08.g385050.t1.1			
OG0002084	Q9SKC9_AT2G02050	Cre06.g278188.t1.1	Ec-02_006350		
OG0002085	Q05762_AT2G16370	Cre17.g715900.t1.2	Ec-27_004630		
OG0002086	B3H6H9_AT2G16790, Q9SLE0_AT2G16790	Cre08.g385750.t1.2			
OG0002087	O04420_AT2G26230	Cre12.g504950.t1.2	Ec-06_002470		
OG0002088	Q42555_AT2G32260, Q9ZV56_AT2G32260		Ec-15_001610		
OG0002089	Q9LHI0_AT3G12260	Cre12.g555250.t1.2	Ec-20_001030		
OG0002090	Q9LDY2_AT3G13450	Cre06.g311050.t1.2	Ec-06_009010		
OG0002091	Q9LSA9_AT3G18680	Cre02.g093950.t1.2		sll0144	
OG0002092	O22683_AT3G23490			slr0899	Tiso_gene_15128
OG0002093	Q0WME3_AT3G55410, Q56WF9_AT3G55410		Ec-21_002300		
OG0002094	Q9ZQX4_AT4G02620	Cre10.g446550.t1.2	Ec-05_005880		
OG0002095	Q9SSS9_AT4G09650	Cre11.g467569.t1.1		sll1325	
OG0002096	Q67YC9_AT4G14090		Ec-28_003310		Tiso_gene_3452
OG0002097	B3LF83_AT4G15440, Q96242_AT5G42650, Q9ZSY9_AT4G15440				
OG0002098	P16127_AT4G18480	Cre06.g306300.t1.2		slr1030	
OG0002099	Q9LTG0_AT5G52570, Q9SZZ8_AT4G25700	Cre04.g215050.t1.2			
OG0002100	Q8RWE8_AT4G26850	Cre13.g588150.t1.2	Ec-15_001960		
OG0002101	Q8H944_AT4G29890, Q9SZR0_AT4G29890				Tiso_gene_8104
OG0002102	B3H6F9_AT4G33950, Q940H6_AT4G33950	Cre10.g466350.t1.1			
OG0002103	Q945M1_AT4G34700	Cre11.g467668.t1.1	Ec-07_006040		
OG0002104	Q9LZC3_AT5G03860	Cre03.g144807.t1.1	Ec-12_003860		
OG0002105	Q9LFR0_AT5G14950		Ec-06_010280		Tiso_gene_6748
OG0002106	Q8LE52_AT5G16710	Cre10.g456750.t1.2	Ec-02_003740		
OG0002107	Q8LPL3_AT5G21100, Q94A37_AT5G21100	Cre01.g031500.t1.2			
OG0002108	Q53YF3_AT5G27430	Cre14.g620400.t1.2	Ec-12_007990		
OG0002109	P46086_AT5G27450		Ec-26_004370		Tiso_gene_3811
OG0002110	Q9FGS4_AT5G50210	Cre06.g251450.t1.1	Ec-25_002400		
OG0002111	Q9FLX7_AT5G52840	Cre13.g568800.t1.2	Ec-21_001150		
OG0002112	Q38932_AT5G57030	Cre06.g267600.t1.2, Cre06.g267600.t2.1			
OG0002113	Q9LV91_AT5G64860	Cre03.g181500.t1.2		sll1676	
OG0002114	Q9FLH2_AT5G65750	Cre12.g537200.t1.2	Ec-21_002310		
OG0002115	Q944K2_AT5G66680	Cre14.g614100.t1.2	Ec-22_002490		
OG0002116		Cre13.g563050.t1.1, Cre13.g563100.t1.2			Tiso_gene_14394
OG0002117		Cre15.g638500.t1.2	Ec-01_002540		Tiso_gene_4973
OG0002118		Cre06.g281800.t1.2	Ec-08_002980		Tiso_gene_8204
OG0002119		Cre07.g313122.t1.1, Cre14.g629102.t1.1	Ec-01_008560		
OG0002120		Cre11.g467717.t1.1, Cre12.g507558.t1.1	Ec-01_002370		
OG0002121		Cre01.g047900.t1.1	Ec-15_003830		Tiso_gene_11691
OG0002122		Cre07.g327079.t1.2	Ec-22_002690		Tiso_gene_10165
OG0002123		Cre03.g185750.t1.1			Tiso_gene_16405, Tiso_gene_16405
OG0002124		Cre16.g672041.t1.1	Ec-24_003210		Tiso_gene_16307
OG0002125		Cre06.g293650.t1.1	Ec-07_007590		Tiso_gene_15734
OG0002126		Cre26.g757097.t1.1, Cre46.g761047.t1.1			Tiso_gene_9275
OG0002127		Cre09.g408600.t1.2	Ec-08_002800		Tiso_gene_19339
OG0002128		Cre01.g037350.t1.1	Ec-19_000410		Tiso_gene_801
OG0002129		Cre13.g573900.t1.2		sll1087	Tiso_gene_13733
OG0002130		Cre17.g715250.t1.2	Ec-01_010980	slr0435	
OG0002131		Cre09.g391541.t1.1	Ec-05_002600		Tiso_gene_16971
OG0002132		Cre07.g325762.t1.1	Ec-06_004370		Tiso_gene_17273
OG0002133		Cre09.g391652.t1.1	Ec-22_002150		Tiso_gene_15820
OG0002134		Cre06.g291900.t1.2	Ec-05_005120		Tiso_gene_16985
OG0002135		Cre17.g723550.t1.2		sll1959	Tiso_gene_14713
OG0002136		Cre07.g341650.t1.2	Ec-26_005600		Tiso_gene_17111
OG0002137		Cre04.g217750.t1.1	Ec-17_001450		Tiso_gene_4792
OG0002138		Cre17.g703600.t1.2, Cre17.g703600.t2.1			Tiso_gene_10223
OG0002139		Cre01.g024200.t1.1	Ec-05_002630		Tiso_gene_18651
OG0002140		Cre07.g329350.t1.2, Cre08.g367750.t1.1			Tiso_gene_5772
OG0002141		Cre07.g323000.t1.2	Ec-14_006710		Tiso_gene_14044
OG0002142		Cre01.g028450.t1.2	Ec-26_001240		Tiso_gene_4004
OG0002143		Cre03.g167450.t1.1	Ec-21_004960		Tiso_gene_4271
OG0002144		Cre02.g101400.t1.2	Ec-25_000560		Tiso_gene_10955
OG0002145		Cre11.g467781.t1.1	Ec-03_001280		Tiso_gene_8938
OG0002146		Cre04.g216600.t1.2	Ec-11_005740		Tiso_gene_18136
OG0002147		Cre10.g467000.t1.2	Ec-04_005470		Tiso_gene_20021
OG0002148		Cre03.g188950.t1.2	Ec-16_003700		Tiso_gene_18592
OG0002149		Cre03.g184600.t1.1	Ec-12_003760, Ec-20_004350		
OG0002150		Cre03.g194150.t1.1	Ec-02_004730		Tiso_gene_3929
OG0002151		Cre13.g562150.t1.2	Ec-26_000480	sll0245	
OG0002152		Cre09.g403293.t1.1	Ec-01_009140	sll1643	
OG0002153		Cre01.g035100.t1.2	Ec-08_006600	sll1489	
OG0002154		Cre09.g392652.t1.1	Ec-10_001890		Tiso_gene_8893
OG0002155		Cre16.g672350.t1.1	Ec-06_004760		Tiso_gene_16913
OG0002156		Cre12.g502750.t1.2	Ec-00_007990, Ec-03_005180		
OG0002157		Cre08.g377150.t1.2			Tiso_gene_18153, Tiso_gene_18153
OG0002158		Cre08.g358556.t1.1, Cre08.g358556.t2.1	Ec-04_006420		
OG0002159		Cre13.g605050.t1.1	Ec-17_002170		Tiso_gene_7409
OG0002160		Cre02.g147050.t1.2, Cre02.g147100.t1.1	Ec-24_002700		
OG0002161		Cre06.g279000.t1.2	Ec-16_000630		Tiso_gene_12052
OG0002162		Cre06.g251200.t1.2	Ec-00_001120		Tiso_gene_15266
OG0002163		Cre03.g202550.t1.1, Cre03.g205250.t1.1			Tiso_gene_18877
OG0002164		Cre02.g142850.t1.2	Ec-12_002120		Tiso_gene_2346
OG0002165		Cre07.g329000.t1.2	Ec-14_005350	sll0933	
OG0002166		Cre08.g362650.t1.1	Ec-24_001080		Tiso_gene_11054
OG0002167		Cre09.g394695.t1.1	Ec-19_000100		Tiso_gene_12042
OG0002168		Cre01.g034451.t1.1	Ec-08_005200		Tiso_gene_5152
OG0002169		Cre07.g322176.t1.1	Ec-14_001310		Tiso_gene_13099
OG0002170		Cre17.g697650.t1.1	Ec-05_005410		Tiso_gene_521
OG0002171		Cre14.g628800.t1.1	Ec-13_004200		Tiso_gene_6543
OG0002172		Cre02.g098300.t1.2	Ec-27_002420		Tiso_gene_10273
OG0002173		Cre14.g628702.t1.1	Ec-14_006640		Tiso_gene_2680
OG0002174		Cre10.g439900.t1.2	Ec-12_007900		Tiso_gene_13271
OG0002175		Cre03.g209953.t1.1, Cre03.g209953.t2.1	Ec-22_002940		
OG0002176		Cre05.g240150.t1.2	Ec-16_005210		Tiso_gene_10782
OG0002177		Cre16.g674739.t1.1, Cre16.g674739.t2.1	Ec-11_003970		
OG0002178		Cre14.g623439.t1.1, Cre14.g623439.t3.1	Ec-07_007720		
OG0002179		Cre16.g661100.t1.2	Ec-14_006540		Tiso_gene_9776
OG0002180		Cre07.g339350.t1.1	Ec-06_007980		Tiso_gene_20032
OG0002181		Cre14.g623800.t1.1	Ec-02_006170		Tiso_gene_7174
OG0002182		Cre08.g370450.t1.2	Ec-13_000640		Tiso_gene_4448
OG0002183		Cre12.g489750.t1.2	Ec-01_006190		Tiso_gene_8024
OG0002184		Cre12.g520650.t1.2	Ec-20_002990		Tiso_gene_12598
OG0002185		Cre12.g556911.t1.1	Ec-25_001310		Tiso_gene_50
OG0002186		Cre06.g283634.t1.1, Cre06.g283634.t2.1	Ec-01_006840		
OG0002187		Cre01.g011500.t1.2	Ec-11_001640		Tiso_gene_11848
OG0002188		Cre13.g562250.t1.1	Ec-01_007640		Tiso_gene_12948
OG0002189		Cre12.g549600.t1.1	Ec-22_001810		Tiso_gene_13004
OG0002190		Cre07.g312350.t1.1	Ec-06_009490		Tiso_gene_7205
OG0002191		Cre17.g720261.t1.1	Ec-05_002530		Tiso_gene_586
OG0002192		Cre06.g297600.t1.2	Ec-27_006530		Tiso_gene_17237
OG0002193		Cre07.g337750.t1.1			Tiso_gene_15472, Tiso_gene_5241
OG0002194		Cre10.g454550.t1.2, Cre10.g454550.t2.1	Ec-03_001590		
OG0002195		Cre17.g705150.t1.1	Ec-12_004190		Tiso_gene_4483
OG0002196		Cre10.g441350.t1.1, Cre10.g441350.t2.1	Ec-23_000040		
OG0002197		Cre08.g368450.t1.2, Cre08.g368450.t2.1	Ec-14_004370		
OG0002198		Cre17.g697350.t1.2	Ec-26_005540		Tiso_gene_1040
OG0002199		Cre10.g463700.t1.1	Ec-10_002940		Tiso_gene_12379
OG0002200		Cre10.g420900.t1.2	Ec-09_000390		Tiso_gene_6989
OG0002201		Cre04.g232602.t1.1	Ec-01_000180		Tiso_gene_825
OG0002202		Cre06.g311400.t1.2	Ec-13_000730		Tiso_gene_4391
OG0002203		Cre16.g670617.t1.1	Ec-03_002720		Tiso_gene_14323
OG0002204		Cre16.g673700.t1.2	Ec-02_001480		Tiso_gene_1850
OG0002205		Cre03.g163050.t1.1, Cre03.g163150.t1.2			Tiso_gene_17068
OG0002206		Cre12.g547750.t1.2	Ec-14_006440		Tiso_gene_16385
OG0002207		Cre03.g177007.t1.1	Ec-14_004840		Tiso_gene_18576
OG0002208		Cre06.g297750.t1.2	Ec-06_001140		Tiso_gene_16931
OG0002209		Cre15.g642050.t1.2	Ec-26_000010		Tiso_gene_6290
OG0002210		Cre11.g478240.t1.1	Ec-03_004540		Tiso_gene_11019
OG0002211		Cre11.g467620.t1.1, Cre17.g704200.t1.1	Ec-14_004650		
OG0002212		Cre17.g746647.t1.1, Cre17.g746647.t2.1	Ec-15_001110		
OG0002213		Cre09.g402108.t1.1			Tiso_gene_5636, Tiso_gene_933
OG0002214		Cre09.g408900.t1.2	Ec-17_001750		Tiso_gene_6581
OG0002215		Cre13.g607500.t1.2	Ec-21_000240		Tiso_gene_14019
OG0002216		Cre14.g632815.t1.1, Cre14.g632839.t1.1			Tiso_gene_12492
OG0002217		Cre09.g397697.t1.1	Ec-10_000420		Tiso_gene_10132
OG0002218		Cre07.g328550.t1.1	Ec-04_003020		Tiso_gene_12883
OG0002219		Cre05.g242300.t1.2	Ec-08_006420		Tiso_gene_8705
OG0002220		Cre01.g055400.t1.2	Ec-26_003010		Tiso_gene_16206
OG0002221		Cre06.g304800.t1.2	Ec-00_002250, Ec-10_001340		
OG0002222		Cre12.g531550.t1.2	Ec-11_003650		Tiso_gene_4018
OG0002223		Cre11.g467560.t1.1, Cre11.g467560.t2.1	Ec-01_008910		
OG0002224		Cre07.g348850.t1.2		sll1802	Tiso_gene_8217
OG0002225		Cre10.g440450.t1.2		sll1398	Tiso_gene_12181
OG0002226		Cre01.g052750.t1.1, Cre17.g706700.t1.1, Cre17.g706700.t2.1			
OG0002227		Cre06.g300750.t1.1	Ec-23_001250		Tiso_gene_7788
OG0002228		Cre03.g205750.t1.1	Ec-21_002520		Tiso_gene_11147
OG0002229		Cre05.g233305.t1.1, Cre05.g233305.t2.1		slr1223	
OG0002230		Cre10.g467050.t1.2	Ec-08_006360		Tiso_gene_2487
OG0002231		Cre17.g710800.t1.2, Cre17.g710800.t2.1	Ec-21_001840		
OG0002232		Cre06.g273050.t1.2	Ec-26_005320		Tiso_gene_18387
OG0002233		Cre06.g301951.t1.1	Ec-07_003900		Tiso_gene_914
OG0002234		Cre12.g560100.t1.1	Ec-02_003190		Tiso_gene_4805
OG0002235		Cre12.g495350.t1.1	Ec-11_004170		Tiso_gene_5897
OG0002236		Cre06.g272800.t1.2	Ec-25_002510		Tiso_gene_10090
OG0002237		Cre06.g310700.t1.2, Cre06.g310700.t2.1	Ec-06_001420		
OG0002238		Cre02.g089311.t1.1			Tiso_gene_17309, Tiso_gene_17310
OG0002239		Cre12.g484900.t1.2	Ec-27_004060		Tiso_gene_17952
OG0002240		Cre12.g492600.t1.2, Cre12.g492650.t1.2, Cre12.g492700.t1.2			
OG0002241		Cre16.g690767.t1.1			Tiso_gene_14788, Tiso_gene_2717
OG0002242		Cre12.g488850.t1.1, Cre12.g488850.t2.1	Ec-05_005870		
OG0002243		Cre06.g275400.t1.1			Tiso_gene_16351, Tiso_gene_16351
OG0002244		Cre09.g389578.t1.1	Ec-15_001640		Tiso_gene_18545
OG0002245		Cre03.g176550.t1.1	Ec-10_005680		Tiso_gene_6916
OG0002246		Cre03.g152450.t1.2	Ec-00_001160		Tiso_gene_4565
OG0002247		Cre06.g278097.t1.1	Ec-27_006770		Tiso_gene_20074
OG0002248		Cre03.g187000.t1.1			Tiso_gene_18409, Tiso_gene_18409
OG0002249		Cre02.g146500.t1.1	Ec-09_000490		Tiso_gene_3991
OG0002250		Cre08.g376350.t1.2, Cre08.g376350.t2.1	Ec-12_004340		
OG0002251		Cre12.g485950.t1.2	Ec-21_004490		Tiso_gene_5538
OG0002252		Cre06.g295700.t1.1	Ec-14_000620		Tiso_gene_10639
OG0002253		Cre02.g075650.t1.2	Ec-07_002970		Tiso_gene_18642
OG0002254		Cre10.g443350.t1.2	Ec-09_001690		Tiso_gene_4749
OG0002255		Cre12.g531500.t1.2	Ec-11_004320		Tiso_gene_1551
OG0002256		Cre01.g027950.t1.2	Ec-14_004660		Tiso_gene_18275
OG0002257		Cre16.g672600.t1.2	Ec-27_006920		Tiso_gene_1102
OG0002258		Cre06.g309750.t1.2	Ec-08_001960		Tiso_gene_8848
OG0002259		Cre10.g452650.t1.2	Ec-10_003710		Tiso_gene_14091
OG0002260		Cre12.g510300.t1.1	Ec-27_004540		Tiso_gene_4475
OG0002261		Cre12.g550750.t1.2	Ec-09_003830		Tiso_gene_14562
OG0002262		Cre13.g566900.t1.1	Ec-03_002260		Tiso_gene_15600
OG0002263		Cre07.g325724.t1.1, Cre07.g325724.t2.1	Ec-05_006980		
OG0002264		Cre06.g267000.t1.1	Ec-27_004640		Tiso_gene_12802
OG0002265		Cre06.g278850.t1.1	Ec-08_002470		Tiso_gene_6595
OG0002266		Cre12.g494100.t1.1	Ec-12_006670		Tiso_gene_11266
OG0002267		Cre09.g401256.t1.1, Cre09.g416309.t1.1		slr1069	
OG0002268		Cre11.g475050.t1.2	Ec-03_004040		Tiso_gene_8419
OG0002269		Cre12.g517300.t1.1	Ec-12_005840		Tiso_gene_2420
OG0002270		Cre06.g299300.t1.2	Ec-15_004970		Tiso_gene_2473
OG0002271		Cre03.g146707.t1.1	Ec-23_003330, Ec-23_003660		
OG0002272		Cre12.g551850.t1.2	Ec-04_001030		Tiso_gene_13546
OG0002273		Cre15.g641600.t1.2	Ec-03_001540	slr1628	
OG0002274		Cre03.g152400.t1.1, Cre03.g152425.t1.2			Tiso_gene_9813
OG0002275		Cre02.g118050.t1.2	Ec-20_001500		Tiso_gene_8749
OG0002276		Cre09.g401145.t1.1, Cre10.g452900.t1.2	Ec-06_010780		
OG0002277		Cre07.g334700.t1.2	Ec-16_002380		Tiso_gene_5759
OG0002278		Cre12.g492200.t1.2	Ec-06_010620		Tiso_gene_6818
OG0002279		Cre09.g388208.t1.1		sll1773	Tiso_gene_10492
OG0002280		Cre03.g149250.t1.2	Ec-01_002250		Tiso_gene_2241
OG0002281		Cre12.g549427.t1.1, Cre12.g549427.t2.1	Ec-04_006460		
OG0002282		Cre10.g427700.t1.2	Ec-06_010920		Tiso_gene_17819
OG0002283		Cre08.g375200.t1.2, Cre08.g375200.t2.1	Ec-27_005710		
OG0002284		Cre12.g555850.t1.1	Ec-09_003530		Tiso_gene_4556
OG0002285		Cre07.g330450.t1.2	Ec-13_002770		Tiso_gene_3122
OG0002286		Cre12.g549450.t1.2	Ec-15_004170	slr1877	
OG0002287		Cre03.g193700.t1.1	Ec-18_003100		Tiso_gene_879
OG0002288		Cre13.g568700.t1.1	Ec-07_004810		Tiso_gene_15660
OG0002289		Cre17.g719000.t1.2	Ec-06_007890		Tiso_gene_11477
OG0002290		Cre07.g351700.t1.2	Ec-12_000130		Tiso_gene_16021
OG0002291		Cre06.g255450.t1.1	Ec-14_002750		Tiso_gene_1577
OG0002292		Cre16.g682300.t1.2	Ec-21_003480		Tiso_gene_11907
OG0002293		Cre08.g370550.t1.1	Ec-26_003750		Tiso_gene_18014
OG0002294		Cre10.g430050.t1.2	Ec-10_003200		Tiso_gene_12298
OG0002295		Cre08.g358567.t1.1, Cre08.g358567.t2.1	Ec-14_005900		
OG0002296		Cre04.g218100.t1.2	Ec-08_000490		Tiso_gene_19551
OG0002297		Cre04.g217916.t1.1, Cre04.g217916.t2.1			Tiso_gene_8612
OG0002298		Cre01.g068377.t1.1	Ec-25_000650		Tiso_gene_10674
OG0002299		Cre06.g296000.t1.2	Ec-03_001030		Tiso_gene_6177
OG0002300		Cre06.g288050.t1.2, Cre06.g288050.t2.1			Tiso_gene_16226
OG0002301		Cre10.g466250.t1.2	Ec-04_000130		Tiso_gene_10728
OG0002302		Cre09.g394880.t1.1	Ec-05_001860		Tiso_gene_8558
OG0002303		Cre13.g581150.t1.2	Ec-01_005990, Ec-01_006000		
